City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
327,Bafq,IR,31.6128,55.4107,80.13,19,0,4.99,clear sky
328,Port-Gentil,GA,-0.7193,8.7815,75.16,83,20,11.5,few clouds
329,North Bend,US,43.4065,-124.2243,73.92,75,0,23.02,clear sky
330,Beyneu,KZ,45.3167,55.2,86.56,27,0,12.97,clear sky
331,Andros Town,BS,24.7,-77.7667,87.76,66,100,13.42,overcast clouds
332,Avera,US,33.194,-82.5271,84.38,79,100,10.76,overcast clouds
333,Gazli,UZ,40.1333,63.45,85.59,22,0,11.36,clear sky
334,Roxana,CR,10.2753,-83.7513,81.03,92,100,2.37,overcast clouds
335,Nara,JP,34.6851,135.8049,77.5,66,100,0.47,light rain
336,Hithadhoo,MV,-0.6,73.0833,83.46,73,97,12.86,overcast clouds
337,Tecoanapa,MX,16.5167,-98.75,84.97,68,100,7.23,overcast clouds
338,Chifeng,CN,42.2683,118.9636,68.95,58,1,6.98,clear sky
339,Mount Isa,AU,-20.7333,139.5,49.77,57,0,11.5,clear sky
340,Paamiut,GL,61.994,-49.6678,43.0,84,90,6.46,overcast clouds
341,Msanga,TZ,-6.05,36.0333,60.93,64,9,3.38,clear sky
342,Kandrian,PG,-6.2167,149.55,81.57,78,16,9.35,few clouds
343,Souillac,MU,-20.5167,57.5167,68.74,78,74,13.15,light rain
344,Pasni,PK,25.2631,63.471,84.2,87,100,5.68,overcast clouds
345,Maldonado,UY,-34.6667,-54.9167,50.23,82,31,7.18,scattered clouds
346,Zhanaozen,KZ,43.3,52.8,86.38,24,0,13.89,clear sky
347,Ca Mau,VN,9.1769,105.15,75.29,94,100,6.15,moderate rain
348,Asahikawa,JP,43.7678,142.3703,69.31,94,100,0.34,overcast clouds
349,Acapulco,MX,16.8634,-99.8901,85.82,70,40,6.91,scattered clouds
350,Apollonia,GR,36.9716,24.7231,71.19,61,0,17.74,clear sky
351,La Paz,BO,-16.5,-68.15,60.78,24,40,17.27,scattered clouds
352,Port Hardy,CA,50.6996,-127.4199,59.18,77,75,6.91,broken clouds
353,Karratha,AU,-20.7377,116.8463,63.27,52,26,11.03,scattered clouds
354,Prince Rupert,CA,54.3161,-130.3201,55.49,90,100,24.16,overcast clouds
355,Port Blair,IN,11.6667,92.75,81.54,82,100,19.33,overcast clouds
356,Garmsar,IR,35.2182,52.3409,85.24,16,0,7.92,clear sky
357,Letpadan,MM,17.7833,95.75,74.86,96,100,5.55,overcast clouds
358,Portobelo,PA,9.55,-79.65,85.75,82,100,2.51,overcast clouds
359,Bar Harbor,US,44.3876,-68.2039,80.94,70,0,8.05,clear sky
360,Necochea,AR,-38.5473,-58.7368,49.57,57,70,6.11,broken clouds
361,Karpathos,GR,35.507,27.2132,73.36,68,0,29.93,clear sky
362,Eyl,SO,7.9803,49.8164,78.58,75,71,23.17,broken clouds
363,Nyazepetrovsk,RU,56.0531,59.6028,61.92,96,2,2.57,clear sky
364,Karatuzskoye,RU,53.6072,92.8667,51.33,93,99,2.35,overcast clouds
365,Chinsali,ZM,-10.5414,32.0816,57.9,64,11,6.98,few clouds
366,Suleja,NG,9.1758,7.1808,72.36,96,100,2.68,light rain
367,Campoverde,PE,-8.4753,-74.8058,89.29,58,8,1.61,clear sky
368,Disna,BY,55.568,28.1971,52.2,93,32,0.72,scattered clouds
369,Lorengau,PG,-2.0226,147.2712,82.17,79,100,6.67,overcast clouds
370,Sistranda,NO,63.7256,8.834,55.36,86,80,24.81,broken clouds
371,Ourossogui,SN,15.6064,-13.3211,97.41,30,66,5.28,broken clouds
372,Lumphat,KH,13.4878,106.9816,73.29,99,100,3.36,overcast clouds
373,Nhulunbuy,AU,-12.2333,136.7667,70.41,64,40,16.11,scattered clouds
374,Iralaya,HN,15.0,-83.2333,81.21,84,96,13.29,overcast clouds
375,Richards Bay,ZA,-28.783,32.0377,61.97,48,0,5.28,clear sky
376,Celestun,MX,20.8667,-90.4,85.6,71,100,16.58,overcast clouds
377,Warburg,DE,51.5,9.1667,64.26,86,67,4.23,broken clouds
378,Linz,AT,48.3064,14.2861,70.23,68,0,1.14,clear sky
379,Udachnyy,RU,66.4167,112.4,44.46,93,68,10.92,broken clouds
380,Anloga,GH,5.7947,0.8973,75.9,87,100,14.18,overcast clouds
381,Srednekolymsk,RU,67.45,153.6833,60.24,49,100,13.87,overcast clouds
382,Zaragoza,ES,41.6561,-0.8773,91.85,21,0,8.05,clear sky
383,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,5.75,broken clouds
384,Solhan,TR,38.9634,41.0293,68.7,51,0,5.37,clear sky
385,Almeria,ES,37.1667,-2.3333,73.78,23,0,0.65,clear sky
386,Samfya,ZM,-11.3649,29.5565,60.1,63,32,6.15,scattered clouds
387,Leh,IN,34.1667,77.5833,59.13,60,28,5.68,scattered clouds
388,Chivay,PE,-15.6383,-71.6011,51.19,36,62,9.82,broken clouds
389,Bose,IT,45.4612,8.0137,75.76,71,25,5.19,scattered clouds
390,Kutulik,RU,53.3508,102.7839,55.22,98,100,9.71,overcast clouds
391,Aldan,RU,58.6031,125.3894,60.49,91,100,4.74,overcast clouds
392,Manacapuru,BR,-3.2997,-60.6206,80.98,73,89,3.96,overcast clouds
393,Billings,US,45.7833,-108.5007,100.29,23,40,10.36,scattered clouds
394,Moose Factory,CA,51.2585,-80.6094,66.2,45,0,10.36,haze
395,Esfarayen,IR,37.0765,57.5101,60.46,33,0,5.91,clear sky
396,Le Mars,US,42.7942,-96.1656,94.57,48,20,0.0,few clouds
397,Coihaique,CL,-45.5752,-72.0662,33.75,80,100,3.44,overcast clouds
398,Juneau,US,58.3019,-134.4197,58.21,93,100,10.36,overcast clouds
399,Simao,CN,22.7886,100.9748,64.85,94,15,1.92,few clouds
400,Faya,SA,18.3851,42.4509,64.51,56,99,5.35,overcast clouds
401,Sovetskiy,RU,61.3614,63.5842,66.22,76,63,4.34,broken clouds
402,Basqal,AZ,40.7552,48.391,69.76,24,0,8.28,clear sky
403,Pitimbu,BR,-7.4706,-34.8086,77.59,81,88,13.8,overcast clouds
404,Pringsewu,ID,-5.3582,104.9744,73.63,97,100,0.67,overcast clouds
405,Amot,NO,59.5714,7.9877,50.5,79,87,4.94,overcast clouds
406,Tarakan,ID,3.3,117.6333,74.7,94,75,2.3,broken clouds
407,Pericos,MX,25.05,-107.7,95.86,44,85,11.81,overcast clouds
408,Campbellsville,US,37.3434,-85.3419,86.14,36,7,4.0,clear sky
409,Guadix,ES,37.2993,-3.1392,80.29,22,1,6.85,clear sky
410,Ko Samui,TH,9.5357,99.9357,81.73,78,100,18.1,overcast clouds
411,Arcata,US,40.8665,-124.0828,81.68,75,0,8.05,clear sky
412,Fallon,US,39.4735,-118.7774,99.91,11,40,11.5,scattered clouds
413,Nemuro,JP,43.3236,145.575,60.17,94,96,7.87,overcast clouds
414,Shimoda,JP,34.6667,138.95,73.11,92,100,11.34,overcast clouds
415,Roald,NO,62.5833,6.1333,56.16,82,75,10.36,broken clouds
416,Jaciara,BR,-15.9653,-54.9683,78.69,32,74,4.16,broken clouds
417,Tigil,RU,57.8,158.6667,70.75,48,66,11.41,broken clouds
418,Muzhi,RU,65.3667,64.6667,63.57,90,81,4.88,light rain
419,Iwaki,JP,37.05,140.8833,73.76,95,100,3.0,overcast clouds
420,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,100,75,13.33,broken clouds
421,Bismarck,US,46.8083,-100.7837,87.66,40,0,13.8,clear sky
422,Severnyy,RU,50.677,36.5532,59.04,82,75,2.24,broken clouds
423,Svetlogorsk,BY,52.6333,29.7333,54.97,98,96,6.93,overcast clouds
424,Ketchikan,US,55.3422,-131.6461,55.87,94,100,14.97,light rain
425,Atambua,ID,-9.1061,124.8925,65.84,81,59,6.87,broken clouds
426,Akdepe,TM,42.0551,59.3788,82.49,26,0,9.82,clear sky
427,Puerto Plata,DO,19.7934,-70.6884,89.51,79,40,13.8,scattered clouds
428,Kodinsk,RU,58.6881,99.1844,52.92,98,100,2.84,moderate rain
429,Vestmannaeyjar,IS,63.4427,-20.2734,49.59,81,100,12.08,overcast clouds
430,Bereda,ES,43.2686,-7.5406,72.14,86,99,1.95,overcast clouds
431,Smithers,CA,54.7804,-127.1743,59.32,63,75,6.91,light intensity shower rain
432,Wenling,CN,28.3669,121.36,78.49,91,99,7.56,overcast clouds
433,Malanville,BJ,11.8685,3.3899,81.46,69,100,5.64,overcast clouds
434,Geraldton,AU,-28.7667,114.6,57.61,94,4,10.36,clear sky
435,Towada,JP,40.6127,141.2067,68.77,86,99,5.75,overcast clouds
436,Volga,RU,57.9516,38.3879,57.88,80,9,5.39,clear sky
437,Porto Santo,PT,33.072,-16.3415,68.38,73,20,2.3,few clouds
438,Nusaybin,TR,37.0778,41.2178,87.15,19,0,8.52,clear sky
439,Mackay,AU,-21.15,149.2,47.68,65,0,12.3,clear sky
440,Padang,ID,-0.9492,100.3543,78.26,85,98,3.09,light rain
441,Grand Gaube,MU,-20.0064,57.6608,65.37,84,72,5.01,moderate rain
442,Sao Filipe,CV,14.8961,-24.4956,75.06,79,47,11.72,scattered clouds
443,Arari,BR,-3.4536,-44.78,75.34,93,45,3.44,light rain
444,Bay Roberts,CA,47.5999,-53.2648,74.95,74,52,8.01,broken clouds
445,Yuzawa,JP,39.1667,140.5,72.27,80,85,6.4,overcast clouds
446,Puerto Quijarro,BO,-17.7833,-57.7667,79.72,42,14,2.28,few clouds
447,Solok,ID,-0.7918,100.6593,71.04,97,99,1.07,overcast clouds
448,Wuning,CN,29.2589,120.2311,82.62,80,100,2.01,overcast clouds
449,Suntar,RU,62.1444,117.6319,59.43,75,89,4.12,overcast clouds
450,Kendari,ID,-3.945,122.4989,73.17,91,98,2.01,overcast clouds
451,Laguna,US,38.421,-121.4238,94.14,37,0,8.05,clear sky
452,Pathein,MM,16.7833,94.7333,75.16,98,99,2.44,overcast clouds
453,Ahipara,NZ,-35.1667,173.1667,55.31,96,100,4.21,light rain
454,Ballina,AU,-28.8667,153.5667,52.02,71,74,17.52,broken clouds
455,Bilibino,RU,68.0546,166.4372,60.4,48,99,3.22,overcast clouds
456,Calama,CL,-22.4667,-68.9333,61.29,16,0,26.46,clear sky
457,Mabaruma,GY,8.2,-59.7833,75.56,95,67,4.81,broken clouds
458,Udala,ES,43.0778,-2.5125,71.8,74,21,1.61,few clouds
459,Nauta,PE,-4.5061,-73.5757,78.28,84,97,2.62,overcast clouds
460,Otane,NZ,-39.8833,176.6333,57.0,74,100,1.48,overcast clouds
461,Yenagoa,NG,4.9247,6.2642,74.05,94,99,4.0,light rain
462,Sambava,MG,-14.2667,50.1667,67.82,88,23,10.27,few clouds
463,Hay River,CA,60.8156,-115.7999,69.78,35,75,14.97,thunderstorm with rain
464,Rapid Valley,US,44.0625,-103.1463,95.04,42,0,10.36,clear sky
465,Butterworth,MY,5.3991,100.3638,80.64,98,40,3.44,scattered clouds
466,Bondowoso,ID,-7.9135,113.8214,72.1,93,95,2.39,overcast clouds
467,Sungaipenuh,ID,-2.0833,101.3833,64.31,96,100,2.64,overcast clouds
468,Pronsk,RU,54.1048,39.6092,58.71,74,19,6.26,few clouds
469,Jipijapa,EC,-1.3333,-80.5833,71.1,76,99,4.61,overcast clouds
470,Foshan,CN,23.0268,113.1315,84.94,69,1,2.64,clear sky
471,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,83,40,3.44,scattered clouds
472,Hobyo,SO,5.3505,48.5268,78.51,79,65,28.59,broken clouds
473,Abapo,BO,-18.8333,-63.4667,73.18,52,60,9.01,broken clouds
474,Alyangula,AU,-13.8483,136.4192,67.78,59,52,16.96,broken clouds
475,Imbituba,BR,-28.24,-48.6703,59.09,82,22,5.99,few clouds
476,Isla Aguada,MX,18.7833,-91.4667,84.36,69,100,5.79,overcast clouds
477,Tacuarembo,UY,-31.7333,-55.9833,46.2,87,0,6.22,clear sky
478,Hailar,CN,49.2,119.7,61.48,94,100,5.75,overcast clouds
479,Margate,GB,51.3813,1.3862,65.89,87,100,3.0,overcast clouds
480,Churapcha,RU,62.0025,132.4325,68.43,79,100,6.02,overcast clouds
481,Kencong,ID,-8.2833,113.3667,74.07,92,99,2.82,overcast clouds
482,Ebenthal,AT,46.6081,14.3642,69.98,56,0,3.44,clear sky
483,Uruguaiana,BR,-29.7547,-57.0883,58.93,63,20,10.36,few clouds
484,Nishihara,JP,26.1842,127.7558,81.68,89,75,5.75,broken clouds
485,Dunedin,NZ,-45.8742,170.5036,48.79,88,100,15.01,overcast clouds
486,Saint-Andre-Avellin,CA,45.7168,-75.066,74.93,69,100,4.97,overcast clouds
487,Wahiawa,US,21.5028,-158.0236,84.52,73,17,13.2,few clouds
488,Kayankulam,IN,9.1833,76.5,77.97,84,100,13.35,overcast clouds
489,Kenai,US,60.5544,-151.2583,64.02,81,100,19.57,overcast clouds
490,Moroni,KM,-11.7022,43.2551,76.55,73,75,9.01,broken clouds
491,Wajima,JP,37.4,136.9,76.59,86,98,7.67,overcast clouds
492,Chiscas,CO,6.5524,-72.4998,62.78,85,72,2.95,broken clouds
493,Bandarbeyla,SO,9.4942,50.8122,76.35,84,74,29.93,broken clouds
494,Kouango,CF,4.9934,19.9619,70.16,95,87,1.19,overcast clouds
495,Teguise,ES,29.0605,-13.564,68.22,73,0,12.66,clear sky
496,Wagar,SD,16.1525,36.2032,84.38,59,100,6.29,overcast clouds
497,Inhambane,MZ,-23.865,35.3833,65.79,68,0,6.53,clear sky
498,Kutum,SD,14.2,24.6667,73.8,70,43,10.13,light rain
499,Selikhino,RU,50.3672,137.4996,66.97,95,100,5.06,overcast clouds
500,Taoudenni,ML,22.6783,-3.9836,105.04,11,64,3.96,broken clouds
501,Brigantine,US,39.4101,-74.3646,90.03,70,0,8.05,clear sky
502,Kirakira,SB,-10.4544,161.9205,81.43,65,26,3.31,scattered clouds
503,Saint-Louis,SN,16.3333,-15.0,85.3,47,8,15.73,clear sky
504,Jayuya,PR,18.2186,-66.5916,80.83,81,99,1.99,overcast clouds
505,Punta Cardon,VE,11.6581,-70.215,81.52,71,22,29.3,few clouds
506,Cap Malheureux,MU,-19.9842,57.6142,65.46,84,70,5.01,moderate rain
507,Emerald,AU,-23.5333,148.1667,46.6,67,0,5.46,clear sky
508,Vao,NC,-22.6667,167.4833,73.2,75,91,25.55,overcast clouds
509,Antalaha,MG,-14.9003,50.2788,66.27,87,42,7.58,scattered clouds
510,Salinopolis,BR,-0.6136,-47.3561,78.48,86,94,12.15,overcast clouds
511,Marck,FR,50.949,1.9433,65.03,83,100,11.39,overcast clouds
512,Mandan,US,46.8267,-100.8896,85.37,47,0,13.8,clear sky
513,Teguldet,RU,57.3064,88.1667,50.77,75,100,3.42,overcast clouds
514,Gat,IL,31.61,34.7642,77.68,100,11,2.53,few clouds
515,Cardston,CA,49.2,-113.3019,82.69,34,100,5.75,overcast clouds
516,Erenhot,CN,43.6475,111.9767,68.4,45,55,6.13,broken clouds
517,Severo-Yeniseyskiy,RU,60.3725,93.0408,43.93,90,93,2.46,overcast clouds
518,Gambela,ET,8.25,34.5833,69.96,89,100,4.03,overcast clouds
519,Eresos,GR,39.1667,25.9333,70.9,70,0,14.34,clear sky
520,Ixtapa,MX,20.7,-105.2,85.23,78,95,3.0,overcast clouds
521,Puerto Escondido,MX,15.85,-97.0667,85.71,66,100,4.68,overcast clouds
522,Axim,GH,4.8699,-2.2405,74.97,87,99,8.3,overcast clouds
523,Lahij,YE,13.1667,44.5833,89.26,37,89,8.95,overcast clouds
524,Pyaozerskiy,RU,65.8333,31.1667,62.82,95,77,7.72,broken clouds
525,Salinas,US,36.6777,-121.6555,86.99,55,0,10.36,clear sky
526,Constitucion,CL,-35.3333,-72.4167,48.65,93,100,8.79,overcast clouds
527,Aransas Pass,US,27.9095,-97.15,95.22,64,0,16.11,clear sky
528,Te Anau,NZ,-45.4167,167.7167,40.17,95,100,1.1,overcast clouds
529,Morondava,MG,-20.2833,44.2833,69.8,48,0,10.29,clear sky
530,Novyy Nekouz,RU,57.9029,38.07,57.47,80,29,5.77,scattered clouds
531,Dingle,PH,10.9995,122.6711,75.96,91,31,1.83,scattered clouds
532,Beringovskiy,RU,63.05,179.3167,50.9,86,90,8.1,overcast clouds
533,Bridgetown,BB,13.1,-59.6167,84.69,65,20,19.57,few clouds
534,Kindu,CD,-2.95,25.95,75.87,58,82,2.19,broken clouds
535,Moramanga,MG,-18.9333,48.2,56.39,86,94,3.6,overcast clouds
536,Ligayan,PH,4.6533,119.4706,80.26,78,100,2.13,overcast clouds
537,Atar,MR,20.5169,-13.0499,97.47,24,49,10.74,scattered clouds
538,Muros,ES,42.7762,-9.0603,74.84,65,97,6.85,overcast clouds
539,Harnosand,SE,62.6323,17.9379,57.22,91,100,12.77,overcast clouds
540,Olafsvik,IS,64.8945,-23.7142,49.15,80,100,11.34,overcast clouds
541,Vigrestad,NO,58.5667,5.7,55.08,85,69,19.39,broken clouds
542,Barrhead,GB,55.7992,-4.3929,56.73,76,100,5.75,overcast clouds
543,Yuanping,CN,38.7153,112.7575,69.6,51,19,5.14,few clouds
544,Provideniya,RU,64.3833,-173.3,51.91,82,100,11.18,overcast clouds
545,Palimbang,PH,6.2106,124.1894,76.78,88,66,4.07,broken clouds
546,Kaeo,NZ,-35.1,173.7833,55.33,96,100,5.5,light rain
547,Gander,CA,48.9682,-54.5906,64.53,88,75,19.57,broken clouds
548,Merauke,ID,-8.4667,140.3333,76.17,77,69,13.85,broken clouds
549,Kahului,US,20.8947,-156.47,84.22,75,40,19.57,scattered clouds
550,Nabire,ID,-3.3667,135.4833,75.13,93,100,1.79,overcast clouds
551,Sehithwa,BW,-20.4667,22.7167,59.34,38,0,5.14,clear sky
552,Ormara,PK,25.2088,64.6357,83.91,83,100,10.0,overcast clouds
553,Omboue,GA,-1.5746,9.2618,70.81,89,9,5.44,clear sky
554,Sudbury,CA,46.49,-80.99,74.05,32,96,1.99,overcast clouds
555,Kitsuki,JP,33.4167,131.6167,82.6,90,99,2.24,overcast clouds
556,Albertville,US,34.2676,-86.2089,84.15,70,40,6.91,scattered clouds
557,Esil,KZ,51.9556,66.4042,67.03,71,9,8.23,clear sky
558,Broome,US,42.2506,-75.833,77.38,73,40,10.36,scattered clouds
559,Teahupoo,PF,-17.8333,-149.2667,75.16,70,35,15.39,scattered clouds
560,Malakal,SS,9.5334,31.6605,74.03,86,75,4.63,broken clouds
561,Akureyri,IS,65.6835,-18.0878,55.33,67,75,8.05,broken clouds
562,Bunda,TZ,-2.05,33.8667,68.13,45,76,5.75,broken clouds
563,Biloela,AU,-24.4167,150.5,46.85,68,0,17.34,clear sky
564,Timbauba,BR,-7.5053,-35.3183,69.96,90,83,6.78,broken clouds
565,Monrovia,LR,6.3005,-10.7969,76.15,86,84,10.51,light rain
566,Tamiahua,MX,21.2667,-97.45,88.25,66,40,13.67,scattered clouds
567,Fare,PF,-16.7,-151.0167,77.79,73,26,17.69,scattered clouds
568,Kloulklubed,PW,7.0419,134.2556,82.87,72,98,6.91,overcast clouds
569,Kamaishi,JP,39.2667,141.8833,68.68,90,100,3.76,overcast clouds
570,Coos Bay,US,43.3665,-124.2179,73.99,76,0,23.02,clear sky
571,Jugsalai,IN,22.7667,86.1833,79.74,88,45,12.37,scattered clouds
572,Shahr-E Kord,IR,32.3256,50.8644,64.17,11,0,6.91,clear sky
573,Preobrazheniye,RU,42.9019,133.9064,65.1,98,100,13.69,moderate rain
574,Taltal,CL,-25.4,-70.4833,57.02,76,90,4.12,overcast clouds
575,Pundaguitan,PH,6.3711,126.1689,81.39,74,90,1.74,overcast clouds
576,Nong Kung Si,TH,16.65,103.3,79.83,99,97,4.03,moderate rain
577,Aleksandrovskiy Zavod,RU,50.9237,117.9374,58.12,94,100,5.23,overcast clouds
578,Obo,CF,5.3998,26.4869,68.95,98,100,2.26,moderate rain
579,Suksun,RU,57.1431,57.3949,65.44,89,14,3.85,few clouds
580,General Delgado,PY,-27.1667,-56.5167,58.55,63,50,4.29,scattered clouds
581,Vanavara,RU,60.34,102.2797,51.15,73,100,5.03,overcast clouds
582,Saiha,IN,22.4833,92.9667,68.95,97,11,2.91,light rain
583,Bakhmach,UA,51.1808,32.7569,56.41,98,100,7.92,light rain
584,Cortona,IT,43.2745,11.9871,66.18,37,4,3.71,clear sky
585,Paraiso,CR,9.8383,-83.8656,66.96,96,100,1.25,overcast clouds
586,Washington,US,47.5001,-120.5015,86.4,22,38,6.2,scattered clouds
587,Zhangye,CN,38.9342,100.4517,77.07,41,99,2.46,light rain
588,Puerto Penasco,MX,31.3167,-113.5333,87.91,75,14,8.01,few clouds
589,Tecolutla,MX,20.4833,-97.0167,94.86,67,90,16.67,overcast clouds
590,Morsbach,DE,50.8667,7.75,71.46,65,65,2.95,broken clouds
591,Mahajanga,MG,-15.7167,46.3167,75.22,57,40,8.05,scattered clouds
592,Buraydah,SA,26.326,43.975,93.65,13,100,9.04,overcast clouds
593,Utete,TZ,-7.986,38.758,75.81,69,91,6.42,overcast clouds
594,Kapuskasing,CA,49.4169,-82.4331,71.69,37,75,9.22,broken clouds
595,Road Town,VG,18.4167,-64.6167,84.24,74,20,10.36,few clouds
596,Mnogovershinnyy,RU,53.9353,139.9242,69.35,77,99,2.28,overcast clouds
597,Kattivakkam,IN,13.2167,80.3167,82.49,60,97,18.77,overcast clouds
598,Darhan,MN,49.4867,105.9228,64.83,56,100,4.83,overcast clouds
599,Caraballeda,VE,10.6112,-66.8522,80.19,81,23,7.96,few clouds
600,Laval,CA,45.57,-73.692,78.85,42,75,13.8,broken clouds
601,Ayorou,NE,14.7308,0.9174,81.23,67,100,14.81,moderate rain
602,Obzor,BG,42.8167,27.8833,70.34,53,6,3.47,clear sky
603,Sayansk,RU,54.1088,102.1648,52.86,98,100,8.84,overcast clouds
604,Karasjok,NO,69.4719,25.5112,60.17,98,100,3.56,light rain
605,Ugoofaaru,MV,5.6667,73.0,82.0,77,94,15.35,overcast clouds
606,Cubuk,TR,40.2386,33.0322,66.76,68,0,11.5,clear sky
607,Cabedelo,BR,-6.9811,-34.8339,77.67,80,55,14.38,broken clouds
608,Takoradi,GH,4.8845,-1.7554,74.48,88,100,8.95,overcast clouds
609,Ponta Delgada,PT,37.7333,-25.6667,69.49,94,75,11.5,light intensity drizzle
610,Nantucket,US,41.2835,-70.0995,82.54,73,0,6.91,clear sky
611,Copiapo,CL,-27.3667,-70.3333,55.09,73,17,5.17,few clouds
612,Okhotsk,RU,59.3833,143.3,62.8,89,100,3.18,overcast clouds
613,Morris,US,40.8334,-74.5329,89.82,43,60,1.99,broken clouds
614,Ornskoldsvik,SE,63.2909,18.7153,61.75,100,100,3.44,overcast clouds
615,Deputatskiy,RU,69.3,139.9,46.2,77,97,3.36,overcast clouds
616,Kautokeino,NO,69.0125,23.0412,60.21,81,100,0.85,overcast clouds
617,Olinda,BR,-8.0089,-34.8553,78.53,69,40,12.66,scattered clouds
618,Cabo San Lucas,MX,22.8909,-109.9124,94.6,66,6,10.18,clear sky
619,Beaufort,MY,5.3473,115.7455,73.22,96,99,3.11,overcast clouds
620,Ayan,RU,56.45,138.1667,59.5,97,100,7.4,overcast clouds
621,Gamba,GA,-2.65,10.0,69.8,90,51,7.07,broken clouds
622,Saint Albans,GB,51.75,-0.3333,70.84,66,85,5.75,overcast clouds
623,Sorong,ID,-0.8833,131.25,77.07,90,85,8.08,overcast clouds
624,Narsaq,GL,60.9167,-46.05,46.42,74,100,4.32,overcast clouds
625,Kampene,CD,-3.6,26.6667,74.28,66,85,2.04,overcast clouds
626,Lac Du Bonnet,CA,50.2536,-96.0612,76.14,52,68,7.87,broken clouds
627,Lobatse,BW,-25.2167,25.6667,53.71,41,12,2.44,few clouds
628,Porangatu,BR,-13.4408,-49.1486,77.94,28,6,0.49,clear sky
629,Petropavlivka,UA,48.4564,36.4367,62.26,64,100,10.45,overcast clouds
630,Bontang,ID,0.1333,117.5,76.05,89,100,4.34,light rain
631,Mattru,SL,7.6244,-11.8332,73.2,97,75,2.64,light rain
632,Srandakan,ID,-7.9386,110.2506,75.42,91,100,6.2,overcast clouds
633,Xining,CN,36.6167,101.7667,64.08,66,100,2.44,overcast clouds
634,Namatanai,PG,-3.6667,152.4333,80.8,81,100,6.85,moderate rain
635,Ambulu,ID,-8.345,113.6058,73.94,91,99,4.54,overcast clouds
636,Currais Novos,BR,-6.2608,-36.5178,71.83,86,85,14.45,overcast clouds
637,Vytegra,RU,61.0064,36.4481,64.02,75,98,3.0,overcast clouds
638,Ranong,TH,9.9658,98.6348,77.85,86,100,10.83,light rain
639,Dzaoudzi,YT,-12.7887,45.2699,76.89,78,0,3.44,clear sky
640,Cururupu,BR,-1.8283,-44.8683,75.06,94,98,3.53,overcast clouds
641,Prainha,BR,-1.8,-53.48,80.69,70,99,0.65,overcast clouds
642,Bakel,SN,14.905,-12.4568,94.48,42,16,8.03,few clouds
643,Salta,AR,-24.7859,-65.4117,64.99,29,0,10.36,clear sky
644,Pouembout,NC,-21.1333,164.9,70.68,78,94,9.93,overcast clouds
645,Ishigaki,JP,24.3448,124.1572,84.33,89,40,11.5,scattered clouds
646,Ust-Maya,RU,60.4167,134.5333,70.27,71,76,4.27,broken clouds
647,San Borja,BO,-14.8167,-66.85,71.49,66,56,1.88,broken clouds
648,Lianzhou,CN,24.7811,112.3825,75.27,90,1,1.77,clear sky
649,Cristalina,BR,-16.7686,-47.6136,63.01,42,44,4.72,scattered clouds
650,Diffa,NE,13.3154,12.6113,87.22,47,73,14.85,broken clouds
651,Volax,GR,41.3167,24.0,61.84,53,6,7.07,clear sky
652,Porosozero,RU,62.7191,32.727,55.78,82,18,4.5,few clouds
653,Koslan,RU,63.4564,48.8989,65.16,85,85,4.29,overcast clouds
654,Maarianhamina,AX,60.0973,19.9348,62.46,72,0,2.3,clear sky
